customer_id,age,gender,income,credit_score,employment_status,education,loan_amount,loan_term_months,account_type,city,account_created,has_default,churn,constant_col,sparse_feature
CUST00597,26,Male,47610.49928245889,556,Employed,High School,13541.36950582907,48,Unknown,San Diego,2023-07-27,yes,0,A,
CUST00458,31,,1293565.1388943119,619,EMPLOYED,Master's,21757.588698121228,60,Type_2,Phoenix,2022-06-07,yes,0,A,0.6273984856213408
CUST00312,47,Male,19297.76838312798,,Self-Employed,Bachelor's,44631.78903765474,24,Type_9,Charlotte,2023-03-01,no,0,A,
CUST00649,46,Female,,,Employed,Bachelor's,7703.195031534605,36,Type_5,Phoenix,2020-03-25,no,0,A,
CUST00365,33,Female,132837.53237992304,643,EMPLOYED,High School,4069.5382869660125,60,Type_2,Dallas,not-a-date,yes,0,A,
CUST00321,45,Female,71900.25967852765,629,Unemployed,PhD,1856.3105130310678,36,Type_11,Austin,2020-10-05,no,0,A,
CUST00629,51,Male,57693.34953504738,617,Retired,High School,26261.841456601935,36,Type_11,San Francisco,2022-10-15,no,0,A,-0.8168615002149581
CUST00914,36,male,,682,Employed,Master's,24540.431568629723,60,Type_6,Fort Worth,2022-11-20,YES,0,A,
CUST00468,31,Male,23122.557457719973,,Self-Employed,Bachelor's,14229.189475595873,36,Type_6,Chicago,2022-10-12,no,0,A,0.9983045685783835
CUST00598,32,Female,49994.99589226113,553,Retired,Bachelor's,5155.617898545594,48,Type_0,Indianapolis,2022-06-23,no,0,A,
CUST00394,52,Male,43738.17541382423,592,Unemployed,,5219.765461318036,36,Type_9,Fort Worth,2021-09-16,no,0,A,
CUST00536,27,Female,64515.689398404975,528,Unemployed,Bachelor's,22851.261447861543,36,Type_9,New York,2020-08-02,yes,1,A,0.3330021294490398
CUST00720,41,Male,287637.6062609078,508,Employed,Master's,9022.982021286665,48,Type_6,Nashville,2022-07-08,yes,0,A,
CUST00333,29,Female,43712.2360239937,,Self-Employed,Bachelor's,4108.55908488029,48,Type_0,Denver,2020-07-15,no,1,A,
CUST00409,44,Male,32952.11392205294,548,Employed,Bachelor's,7510.274094715271,36,Type_9,Charlotte,2022-10-04,no,0,A,
CUST00059,49,FEMALE,26460.14494233616,581,Retired,Bachelor's,1274.019747510226,12,Unknown,Seattle,2021-01-11,no,0,A,
CUST00256,53,M,357944.0807761794,546,Unemployed,Bachelor's,11904.845070793517,48,Type_7,Denver,2020-03-31,no,0,A,0.7349648157519848
CUST00969,20,Female,37384.232900203,554,Employed,Bachelor's,8249.635747331109,36,Type_1,Charlotte,2021-04-11,no,0,A,
CUST00685,46,M,202465.2400603677,544,Employed,Master's,1735.566728711336,24,Type_6,,2022-02-12,no,0,A,
CUST00342,40,,75299.50117505241,607,Employed,Bachelor's,179.63841688562928,24,Type_3,Fort Worth,2022-09-15,NO,0,A,
CUST00635,18,Female,98889.0699629725,582,Self-Employed,Some College,6795.209724129129,36,Type_9,Indianapolis,2022-08-12,NO,1,A,
CUST00708,18,Male,23065.55973530737,593,Employed,Master's,49798.20910526197,24,Type_2,Philadelphia,2022-05-21,no,0,A,
CUST00010,32,male,40480.175466554196,562,Employed,Some College,3340.566752673816,48,Type_5,Columbus,2020-09-29,no,0,A,
CUST00485,20,female,36594.852284454086,641,Retired,High School,5256.114902211809,60,Type_4,New York,2023-12-08,no,0,A,
CUST00209,80,Female,93161.5296058128,604,Employed,Some College,10079.30509431832,24,Type_4,Jacksonville,2020-11-09,no,0,A,
CUST00139,23,Male,28236.45761136784,609,Retired,,16226.340796192764,12,Type_7,Denver,2023-12-12,,0,A,
CUST00388,49,Male,29700.354448781578,565,Employed,Bachelor's,36373.889123973684,48,Type_4,Austin,not-a-date,NO,0,A,
CUST00622,60,Female,79764.82786411383,573,Employed,Some College,48198.99199217286,24,Type_10,Chicago,2021-06-03,yes,0,A,
CUST00824,32,M,72468.92982169816,703,Employed,Some College,367.12696633818217,24,Unknown,Dallas,2022-09-27,yes,0,A,
CUST00717,39,Male,33950.46940641896,622,Self-Employed,,11870.90011143031,48,Type_7,Philadelphia,2023-04-08,no,0,A,
CUST00845,43,Female,64725.52249731306,618,Employed,Bachelor's,5466.514499849515,12,Type_3,Denver,2023-10-09,no,1,A,
CUST00687,33,Female,21404.859145475046,604,Employed,Bachelor's,10054.379630786589,24,Type_1,Fort Worth,2023-05-18,no,0,A,
CUST00935,31,Male,36190.50162890646,627,Employed,High School,30333.903984878423,48,Type_0,Denver,2022-09-30,no,0,A,0.5951573238847284
CUST00581,33,Female,17598.786423598543,558,Retired,Bachelor's,8289.620163451407,36,Type_10,Los Angeles,2020-10-22,no,0,A,2.448812305740227
CUST00382,18,Male,42599.08633685577,,Student,Master's,21493.788968997942,48,Type_1,Fort Worth,2021-12-10,yes,0,A,
CUST00070,42,male,113037.98368735136,563,Employed,Some College,2889.258166925249,36,Type_4,Chicago,2023-07-20,yes,0,A,0.45583767838814
CUST00260,26,Female,49026.89180762962,515,Self-Employed,High School,2542.6011224137046,36,Type_3,San Diego,2021-08-23,no,0,A,
CUST00800,49,Female,,519,Employed,High School,25649.669441808124,36,Type_3,Seattle,2021-04-17,no,1,A,
CUST00453,44,Male,73997.83197885039,575,Employed,Bachelor's,4232.227915449866,12,Unknown,El Paso,2021-10-22,yes,0,A,
CUST00591,32,Male,22122.962790047724,,Employed,,1571.925694525977,24,Type_0,Columbus,2020-12-17,no,0,A,
CUST00906,21,Female,47878.20298966554,556,Unemployed,Master's,25901.3116239785,12,Unknown,El Paso,2022-12-02,no,0,A,1.3534350629077507
CUST00784,44,Male,50158.476246072474,568,Employed,PhD,33282.298914657375,36,Type_7,Boston,2022-08-22,yes,1,A,-2.2301302529146136
CUST00213,45,male,31352.786105970932,607,Employed,PhD,1342.7870118891271,24,Type_10,Boston,2023-11-22,yes,0,A,
CUST00096,41,Male,23374.25955519455,563,employed,PhD,931.6479219306907,12,Type_8,Chicago,2021-12-01,no,0,A,
CUST00679,53,female,83481.0135509334,639,Self-Employed,Master's,17910.00215884105,48,Type_5,Portland,2020-12-03,no,0,A,
CUST00849,31,M,93239.42174514424,528,Unemployed,Bachelor's,433.4601887665509,24,Type_10,Seattle,2021-06-12,no,0,A,
CUST00678,49,Male,82577.59193570854,581,Employed,Bachelor's,9204.088723584246,36,Type_0,San Jose,2023-10-07,no,1,A,
CUST00880,68,Male,81544.5297728458,529,Employed,High School,9469.846083190578,12,Type_9,Fort Worth,not-a-date,no,0,A,
CUST00192,,Female,30830.921165623866,543,Self-Employed,Bachelor's,7544.203631908269,24,Type_8,Las Vegas,2022-11-16,,0,A,
CUST00280,39,Male,11347.011735563143,616,Unemployed,Bachelor's,1119.9861798409895,12,Unknown,Jacksonville,2022-10-31,yes,0,A,-0.7654812204420857
CUST00533,23,Male,253341.21962562637,611,Employed,Bachelor's,15903.954837204474,,Type_7,San Jose,2022-03-29,no,0,A,
CUST00682,31,FEMALE,73865.22262434389,537,EMPLOYED,Bachelor's,10825.881389337432,48,Type_3,Fort Worth,2021-03-01,yes,0,A,
CUST00617,46,Female,41647.929472087984,506,Employed,Bachelor's,6058.27444175414,,Type_11,Oklahoma City,2020-12-07,no,1,A,
CUST00982,26,Female,35959.27092133619,541,Employed,PhD,16504.042392796782,48,Type_9,Fort Worth,2020-08-20,yes,0,A,-1.916300765997707
CUST00910,34,Male,93813.12368895115,545,Employed,High School,10297.85567094834,36,Type_10,Jacksonville,2023-10-06,yes,0,A,-0.034812314757952455
CUST00184,,M,69991.84633850127,566,Unemployed,PhD,11804.836165282417,12,Type_9,Dallas,2022-09-08,no,1,A,-0.31556769253452216
CUST00030,30,Male,13479.304109405826,536,Unemployed,PhD,10195.869883048974,36,Type_0,San Diego,2021-06-04,no,0,A,
CUST00328,45,Male,76457.82856696233,689,Retired,Master's,22855.098188726904,48,Type_9,Nashville,2022-01-08,no,0,A,
CUST00506,30,Female,51595.55918908304,584,Retired,Master's,2408.6568800520167,36,Type_10,New York,2023-07-23,YES,0,A,0.5903622081149456
CUST00054,50,FEMALE,453823.02403757046,550,Unemployed,Some College,20182.267305563448,24,Type_10,Portland,2021-05-29,no,0,A,
CUST00023,20,Male,83869.97722654819,629,Employed,Bachelor's,11978.906865477487,36,Type_2,Philadelphia,2023-04-25,no,0,A,
CUST00101,32,Male,,561,Retired,High School,17022.831609563258,24,Type_9,San Diego,2021-11-22,no,0,A,1.211265496493013
CUST00549,30,Male,69225.39192708473,607,Employed,High School,3707.3222343540897,,Unknown,San Jose,2020-06-10,yes,1,A,0.7985049046156689
CUST00247,30,Male,66388.69702848997,553,Student,Master's,5367.408994510172,36,Type_3,New York,2021-08-31,yes,0,A,
CUST00003,56,male,109564.6722022124,657,Self-Employed,,25442.96287886871,24,Type_11,Las Vegas,2022-03-07,yes,0,A,1.2640501705071647
CUST00086,48,,40748.708686357,595,Self-Employed,PhD,15644.212369848856,48,Type_4,Dallas,2020-10-26,no,0,A,
CUST00843,42,FEMALE,36765.09687333396,635,Self-Employed,Master's,3645.8895821013107,36,Type_1,Houston,2020-03-05,no,0,A,
CUST00952,22,Female,124554.2013588941,610,Employed,High School,2459.7412668480765,48,Type_0,Indianapolis,2023-07-23,no,0,A,0.3776395717866411
CUST00290,,Female,70930.98846371604,650,Self-Employed,Bachelor's,9433.187171367646,48,Type_9,San Francisco,2020-06-23,no,0,A,
CUST00210,44,Female,,,Employed,Bachelor's,3178.3972303100054,,Type_11,,2023-12-21,no,0,A,
CUST00802,39,male,,627,Student,Bachelor's,23494.431237441713,48,Type_2,Phoenix,2020-06-07,no,0,A,
CUST00174,41,Female,47432.53191695767,546,Employed,Master's,27090.2420616623,12,Type_11,Columbus,2022-02-12,no,0,A,
CUST00199,24,Female,66692.73144038633,582,Self-Employed,Bachelor's,33863.6406870428,24,Type_1,Austin,2023-07-18,,0,A,1.6318888483702207
CUST00902,38,Female,77193.70629336395,635,Retired,,926.960594477662,12,Type_10,San Diego,2023-03-03,yes,0,A,
CUST00737,49,,40614.57162819845,603,Unemployed,High School,10110.478931655285,48,Unknown,Charlotte,2022-10-02,no,1,A,
CUST00063,23,Female,63342.80583604894,514,Unemployed,Some College,3546.836324200899,12,Type_9,Columbus,2023-11-16,no,0,A,
CUST00265,23,Male,29135.76891182293,631,Self-Employed,High School,9529.825361232786,12,Type_11,New York,2020-11-16,yes,0,A,
CUST00231,40,Male,14730.605001500488,635,Employed,Bachelor's,11626.692696324175,36,Type_2,Columbus,2020-05-31,no,0,A,
CUST00803,32,Female,47187.54479225576,,Employed,High School,13813.946732888058,36,Type_5,Los Angeles,2021-11-09,no,0,A,
CUST00625,31,Male,123347.28991802667,585,Self-Employed,Some College,18329.82858921591,36,Type_2,Houston,2022-02-22,no,1,A,
CUST00568,18,,101434.28113233828,651,Employed,Bachelor's,59326.59474689739,48,Type_7,Nashville,2022-12-29,no,1,A,-0.23259923843548608
CUST00854,55,Male,145158.83125083186,571,Employed,Master's,8069.1219942479975,48,Type_8,Seattle,2021-07-28,no,0,A,
CUST00039,40,Female,63905.73524249105,572,Employed,Bachelor's,7946.436681414334,36,Type_6,Portland,2021-05-25,no,0,A,
CUST00806,40,Male,,611,Employed,Master's,4866.13686316504,36,Type_8,Fort Worth,2020-05-20,yes,1,A,-0.53972679815177
CUST00168,35,,342898.00368210993,576,Unemployed,Some College,4390.001118592255,12,Type_10,Nashville,2022-01-05,yes,0,A,0.14240486662813231
CUST00590,38,Male,,585,Self-Employed,Bachelor's,23516.407786898446,36,Type_1,,2023-06-10,no,0,A,-0.5021078248296975
CUST00464,36,Female,45409.22366281246,680,Retired,,3771.0439496688255,24,Type_8,Portland,2023-12-30,yes,0,A,
CUST00998,,Male,36595.41532807702,658,Employed,Master's,12675.533354970517,24,Unknown,Seattle,2021-07-08,no,0,A,
CUST00442,18,Female,15995.713021808202,609,Employed,Master's,6190.598575007561,36,Type_5,New York,2023-09-28,no,0,A,
CUST00908,45,male,59893.06373230313,,Employed,,4607.503267603361,24,Type_11,Fort Worth,2023-03-17,no,0,A,
CUST00066,37,Female,23952.258546150508,751,Employed,Some College,15527.7440060222,,Type_7,Denver,2023-04-02,yes,0,A,
CUST00307,30,Female,,567,Self-Employed,High School,34868.80452952992,36,Type_2,Dallas,2022-02-21,yes,0,A,
CUST00067,,Female,85092.35747854011,562,Employed,High School,4007.3886823079283,36,Type_7,Seattle,2020-04-11,no,0,A,
CUST00198,38,Female,86844.55081602823,653,Employed,,473.31447052973397,60,Type_4,Jacksonville,2022-03-05,no,0,A,
CUST00528,41,Female,73097.8732226094,630,Employed,Bachelor's,13618.93949648269,12,Type_3,Fort Worth,2022-05-15,no,0,A,
CUST00481,26,Female,59384.652440983846,647,Employed,Some College,595.086898682764,24,Type_7,Los Angeles,2020-09-27,no,1,A,
CUST00757,40,female,40737.74457975014,730,Employed,Master's,12725.36691809877,36,Type_6,San Francisco,2021-08-30,no,0,A,
CUST00987,48,Male,19357.379992019054,623,Unemployed,Some College,18853.06106396734,12,Type_7,Phoenix,2022-02-15,no,0,A,0.34678255459419616
CUST00362,36,Female,46075.98423575243,587,Employed,Some College,12627.03973978881,36,Type_5,Los Angeles,2021-11-20,no,0,A,0.6967578627143014
CUST00844,39,M,58568.092289066015,559,Employed,Bachelor's,668.6060055190128,60,Type_0,Charlotte,2022-03-13,,0,A,-1.1603368561001515
CUST00558,42,female,134669.55836759091,509,Employed,Master's,30426.95845657833,36,Type_2,San Francisco,2023-10-25,no,0,A,
CUST00618,43,Female,,630,Employed,High School,34648.044936013095,24,Type_9,Charlotte,2020-01-01,no,0,A,
CUST00352,48,male,23307.623027490677,651,Retired,Bachelor's,6204.1512445819,36,Type_8,San Antonio,2022-02-23,no,1,A,
CUST00760,31,Female,21448.91841512288,614,Employed,Bachelor's,10446.1818379992,12,Type_4,Phoenix,2022-07-28,no,0,A,-0.43921776482181274
CUST00929,37,Female,13904.726473833383,570,Retired,Some College,18840.652646929997,12,Type_9,Los Angeles,2023-08-18,no,1,A,2.483765992587508
CUST00292,30,Female,45086.233481941774,516,Employed,High School,45888.578508891536,48,Type_5,Houston,2022-10-10,no,0,A,
CUST00752,26,Female,,593,Employed,High School,6843.369549055442,24,Type_8,New York,2020-05-07,no,0,A,-0.32509647147092546
CUST00100,21,Female,30158.976565666362,532,Student,Bachelor's,53095.098917944946,48,Type_0,Dallas,2021-09-22,yes,0,A,-0.1921046806296761
CUST00549,30,Male,69225.39192708473,607,Employed,High School,3707.3222343540897,,Unknown,San Jose,2020-06-10,yes,1,A,
CUST00947,29,,28914.873274693684,,Retired,PhD,33528.09698751585,24,Type_4,Las Vegas,2023-09-24,no,0,A,
CUST00808,53,male,81557.08873797231,603,EMPLOYED,Bachelor's,8968.332632000076,12,Type_1,Seattle,2021-09-18,no,0,A,
CUST00305,39,Male,58705.260339769105,632,Self-Employed,High School,15391.472194565926,24,Type_8,San Diego,2023-12-08,no,0,A,1.0755949081983303
CUST00628,38,male,,591,Employed,High School,7494.099340845008,36,Type_0,Dallas,2021-05-23,no,1,A,
CUST00158,23,Male,71178.28991032629,662,Employed,Bachelor's,18275.349859856196,48,Type_5,Las Vegas,2023-04-19,no,0,A,
CUST00551,36,Male,50506.84811506043,651,Student,Bachelor's,1010.28917779256,,Unknown,El Paso,2021-01-28,no,0,A,
CUST00002,45,Female,59367.64774704527,587,employed,Bachelor's,1693.438037087672,60,Type_3,Phoenix,2023-03-12,,0,A,
CUST00728,31,Female,45466.33513743951,597,Retired,Some College,30058.423739410213,12,Type_5,Los Angeles,2022-11-21,no,0,A,0.052939468234801106
CUST00208,44,Female,60528.458661866556,536,Employed,Some College,18404.499466824716,48,Type_5,Austin,2023-08-15,no,1,A,
CUST00299,45,Female,23566.289160793964,579,Employed,High School,1829.6170220445247,60,Type_4,Portland,2022-06-16,no,0,A,
CUST00850,30,Female,54961.12272680606,609,Unemployed,Some College,32331.524569494784,36,Type_10,Chicago,2021-08-09,no,0,A,
CUST00436,57,Female,76612.47357681108,601,Employed,Master's,6835.509891046923,36,Type_2,Indianapolis,2021-07-26,no,0,A,
CUST00869,62,,,,Employed,,19864.12988957706,48,Type_3,San Diego,2021-01-24,no,0,A,
CUST00411,24,Male,49587.232308894825,692,Retired,Bachelor's,16076.364323555312,24,Unknown,Columbus,2021-08-28,yes,0,A,
CUST00614,67,Male,31791.60270440923,622,Employed,Bachelor's,15111.137075871451,24,Type_8,Dallas,2022-04-17,no,0,A,
CUST00907,46,Male,,,Unemployed,Bachelor's,12377.931779129367,24,Type_3,Boston,2021-10-22,NO,0,A,0.4898112547940131
CUST00912,40,Male,71199.56545231579,621,Employed,High School,18003.999466029436,48,Type_1,Seattle,2021-04-16,no,0,A,
CUST00996,59,Male,23815.20417952921,619,Employed,High School,6298.072392343676,,Type_5,El Paso,2020-11-20,no,1,A,
CUST00962,,Male,61808.36502558219,650,Employed,Some College,18281.502685625812,12,Type_9,Las Vegas,2023-07-05,NO,0,A,-1.5920084571186501
CUST00700,31,,38860.03447640756,534,Employed,Bachelor's,18502.13156522682,24,Type_2,Austin,2023-06-16,no,0,A,0.4520053685824477
CUST00778,37,FEMALE,28646.662023652854,508,Employed,High School,4469.1415434589435,48,Type_11,Indianapolis,2020-10-28,NO,0,A,-1.71374357412924
CUST00306,53,Male,,556,Unemployed,Master's,15473.60749930003,36,Type_8,El Paso,2023-02-25,no,0,A,
CUST00280,39,Male,11347.011735563143,616,Unemployed,Bachelor's,1119.9861798409895,12,Unknown,Jacksonville,2022-10-31,yes,0,A,
CUST00493,27,Female,64702.47774839534,520,Student,Bachelor's,2306.99562123716,36,Type_3,Portland,2021-12-12,yes,0,A,
CUST00423,49,Male,48999.964041914456,692,Employed,Master's,16555.814935343227,12,Unknown,New York,2023-09-05,no,0,A,-0.3488519971912
CUST00298,47,male,35230.86733698131,664,Unemployed,,44905.70982423449,48,Type_8,,2021-05-03,no,0,A,1.0325617203605524
CUST00467,47,Female,48666.52160468977,647,Employed,,728.3804668134619,24,Type_7,Denver,2022-03-06,no,0,A,
CUST00884,46,Male,32271.40777383801,,Unemployed,Bachelor's,6069.319249533704,48,Type_1,Denver,2020-12-31,no,0,A,0.5451408795105409
CUST00755,69,Female,23037.925083041948,,Self-Employed,Bachelor's,2050.9358657918688,36,Type_0,Boston,2021-02-19,no,0,A,
CUST00106,60,Male,37728.402271170744,553,Unemployed,Bachelor's,38499.98543799689,24,Type_2,Los Angeles,2020-09-07,no,0,A,
CUST00858,31,Male,25494.554965849173,642,Employed,,6795.073969786546,24,Type_1,San Jose,2021-01-10,no,0,A,0.3238392663274503
CUST00055,49,Female,15849.457834599318,526,Employed,Bachelor's,4267.684267108204,24,Type_0,New York,2020-02-14,yes,0,A,
CUST00120,47,Male,,529,employed,High School,4171.947606031017,24,Type_0,San Diego,2022-10-26,NO,1,A,
CUST00310,35,Male,73297.9829928016,651,Unemployed,Some College,30163.151684014756,36,Type_3,Oklahoma City,2021-07-23,YES,0,A,
CUST00025,39,Male,53534.190696052574,513,Employed,Master's,2129.1669281579707,36,Type_10,Austin,2021-02-16,no,0,A,
CUST00072,37,Male,58291.768925975986,539,Retired,Master's,27752.329060308577,12,Type_10,New York,2022-07-27,,0,A,-0.0790650194873722
CUST00530,45,Male,81094.0037021425,540,Unemployed,Some College,3073.4412204750774,60,Type_8,San Francisco,2022-09-04,no,0,A,
CUST00044,20,Male,74976.3983220355,549,Self-Employed,Master's,25454.997597561545,,Type_10,Indianapolis,2022-07-22,no,1,A,0.15567538768838682
CUST00275,43,Male,45142.38691232536,582,Employed,Bachelor's,47544.876854127775,24,Type_2,Fort Worth,2023-12-17,,1,A,
CUST00478,74,male,73727.39091005424,540,Employed,Some College,7918.655333709231,,Type_3,Portland,2022-09-24,no,0,A,
CUST00314,53,FEMALE,61441.80315756188,617,Unemployed,Bachelor's,7226.921028235231,48,Type_10,Houston,2023-01-21,yes,0,A,
CUST00336,28,Female,48457.56629276109,571,Employed,Bachelor's,21213.22454196891,36,Type_0,Columbus,2020-05-19,yes,0,A,
CUST00689,,Male,75579.28397148721,641,Employed,Some College,14561.209491196678,36,Type_5,San Diego,2022-12-07,no,0,A,
CUST00430,,Female,,568,Employed,Some College,53094.13674225675,48,Type_1,Charlotte,2020-04-22,no,0,A,0.15086762851156252
CUST00950,35,Male,40091.40821246461,562,Retired,Bachelor's,24029.08153594421,36,Type_4,,2021-01-18,no,0,A,
CUST00833,28,Female,117417.75303361713,,Self-Employed,Bachelor's,21539.1067742852,60,Type_7,Austin,2020-12-04,no,1,A,0.636180488684036
CUST00588,47,Male,95840.37149498059,617,Unemployed,High School,27997.622418836283,12,Type_8,Jacksonville,2023-06-06,no,0,A,
CUST00703,21,Male,15493.813687157834,596,Employed,High School,18700.178222168703,24,Type_8,San Diego,2021-10-12,NO,0,A,
CUST00327,47,,26867.89951774661,538,Employed,Master's,214.95623099765325,48,Type_6,Austin,2022-04-17,no,0,A,1.4470046175850602
CUST00899,28,Female,59260.22241398928,590,Retired,PhD,2692.2475435778347,48,Type_9,Chicago,2022-11-06,NO,1,A,1.2719183034223662
CUST00603,54,male,91230.96079332364,,EMPLOYED,Some College,17801.279005359695,24,Type_9,Dallas,2022-03-04,no,0,A,
CUST00927,42,Male,21171.607520086247,,Self-Employed,High School,937.1152896014291,24,Type_6,Portland,not-a-date,no,0,A,0.3327052943741829
CUST00980,,male,48042.074651420844,713,Retired,Bachelor's,5149.264535313578,36,Type_9,Phoenix,2023-06-03,no,0,A,-0.5954243852430158
CUST00971,29,male,31102.10431274239,531,Unemployed,Bachelor's,16639.10713888283,24,Type_3,Fort Worth,2021-12-08,NO,0,A,
CUST00762,68,Female,90475.1021305626,576,Employed,High School,6588.272476690484,48,Type_8,Houston,2021-12-18,no,0,A,
CUST00331,27,Female,26994.552766269495,588,Self-Employed,Bachelor's,20178.693296383528,60,Type_5,Jacksonville,2020-03-17,no,0,A,
CUST00060,32,female,,644,Student,Master's,8586.270504255208,48,Type_7,Philadelphia,2021-04-05,no,0,A,
CUST00745,29,Female,28118.17158699763,,Employed,Bachelor's,6317.221257019711,60,Type_1,Chicago,2021-06-30,no,0,A,
CUST00371,43,female,40512.70639131345,523,Unemployed,Bachelor's,6499.521427210465,24,Type_3,San Antonio,2023-09-14,no,0,A,
CUST00092,,,17853.18289339714,622,Retired,Master's,5220.458976437172,60,Type_1,Seattle,2023-01-12,yes,0,A,
CUST00722,21,Male,21793.245913149978,674,Retired,High School,1137.974696195048,36,Type_9,Columbus,2023-02-07,no,0,A,1.3597718933283136
CUST00490,37,Female,73690.11687338012,572,Employed,Some College,20016.113567838835,48,Type_4,Nashville,2020-05-02,no,0,A,-0.04470875675958535
CUST00462,29,Male,43762.28995235756,602,Retired,Master's,33468.03675115864,36,Unknown,Columbus,2021-09-22,no,0,A,-0.8861126513476503
CUST00218,32,Male,15737.96460107263,513,Self-Employed,Master's,1072.2355413417174,24,Type_9,Jacksonville,2020-02-28,no,1,A,-1.6196898655166265
CUST00513,27,Male,19893.56952300195,714,Employed,High School,6228.800917072877,24,Type_7,Boston,2020-02-12,no,0,A,
CUST00620,28,FEMALE,224770.76752311818,575,Employed,PhD,1868.272886039039,12,Type_1,Los Angeles,2021-07-01,no,0,A,
CUST00425,54,Male,70453.57038983674,532,Employed,High School,5727.085674592786,36,Type_11,Austin,2023-02-28,no,0,A,-0.6459081732622967
CUST00332,38,Male,10536.490581274575,549,Retired,Bachelor's,8525.367813224164,12,Type_6,Indianapolis,2021-03-24,no,0,A,
CUST00859,45,Male,30611.861854281204,,Employed,Bachelor's,1255.8844989976442,24,Type_7,El Paso,2021-05-10,no,0,A,-0.42177686438763046
CUST00989,38,Male,41318.87531567442,619,Employed,Master's,51146.63762514257,48,Type_4,Charlotte,2022-04-14,no,0,A,
CUST00582,45,Male,25086.505122888444,662,Employed,Bachelor's,27009.218518069654,24,Type_8,Chicago,2022-07-18,no,0,A,
CUST00355,25,Male,50540.618622049915,547,Unemployed,Bachelor's,6985.747866969845,36,Type_9,Fort Worth,2020-02-06,no,0,A,-0.3509527421380881
CUST00482,18,Male,36224.54118453664,,Employed,Bachelor's,19339.729478003403,24,Type_6,Boston,2021-01-11,no,0,A,
CUST00545,28,Female,46959.4831790782,601,Retired,Bachelor's,1372.670956953499,12,Unknown,Los Angeles,2021-11-14,no,0,A,
CUST00110,18,M,41970.50389787103,675,Employed,Bachelor's,488.1276300431325,48,Type_9,Philadelphia,2023-07-28,no,0,A,
CUST00514,31,Female,92149.59523531127,565,Employed,High School,10484.282291049878,48,Type_2,Oklahoma City,2020-07-24,no,0,A,0.48852013847400877
CUST00602,48,Female,83626.77698693798,660,Employed,Master's,8865.96124548239,48,Type_6,Denver,2020-01-26,yes,0,A,
CUST00995,34,Male,33194.54598638548,571,Retired,Bachelor's,3765.33578930723,24,Type_1,San Antonio,2020-02-12,no,0,A,
CUST00507,27,Male,30183.194260081764,571,Employed,Some College,21794.319058855745,48,Type_3,Denver,2022-12-22,no,0,A,
